127.0.0.1 - - [18/Nov/2022:01:33:56 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [18/Nov/2022:02:44:14 +0900] "POST /MySNS2/jsp/login.jsp?id=Kim@abc.com&ps=111 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [18/Nov/2022:02:44:14 +0900] "GET /MySNS2/main.html HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:25:47 +0900] "GET /MySNS2/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:25:48 +0900] "GET /MySNS2/js/jquery-3.6.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:25:48 +0900] "GET /MySNS2/css/core.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:25:48 +0900] "GET /MySNS2/js/core.js HTTP/1.1" 200 928
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:26:02 +0900] "GET /MySNS2/feedadd.html HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:26:14 +0900] "GET /MySNS2/feedAdd.html HTTP/1.1" 200 2508
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:26:15 +0900] "POST /MySNS2/jsp/session.jsp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [18/Nov/2022:03:26:16 +0900] "GET /MySNS2/js/core.js HTTP/1.1" 304 -
